,user,date created,number of likes,retweets,source of tweet,tweet,clean_text,topics
92,JamesMelville,2022-11-07,1885,710,Twitter for iPhone,An inconvenient truth.#COP27,inconvenient truth ,0_climate_must_change_world
93,antonioguterres,2022-11-04,1881,675,Twitter Web App,#COP27 must put us back on track to:Cut emissionsBoost climate resilience and adaptationKeep the promise on climate financeAddress loss and damage resulting from the climate crisis.,must put us back track cut emissionsboost climate resilience adaptationkeep promise climate financeaddress loss damage resulting climate crisis ,0_climate_must_change_world
94,davemacladd,2022-11-07,1880,280,Twitter Web App,Boris Johnson showing up at #COP27 is like when David Brent kept turning up at work after being sacked,boris johnson showing like david brent kept turning work sacked,0_climate_must_change_world
95,LicypriyaK,2022-11-03,1827,165,Twitter for iPhone,"I have to leave yesterday for #COP27 Egypt  but due to short of funds, Im getting delayed. Im going to travel all the way for thousands of kilometres from India by selling tea is to tell our world leaders to provide urgent climate finance now to save our planetand our future.",leave yesterday egypt due short funds im getting delayed im going travel way thousands kilometres india selling tea tell world leaders provide urgent climate finance save planetand future ,1_egypt_climate_crisis_russia
96,statsjamie,2022-11-02,1774,832,Twitter for Android, | The world's richest 10% percent are responsible for an estimated 47% share of global CO2 emissionsIf we want to reduce emissions maybe a lockdown for the likes of Bill Gates and Co will be a good startDo a lot more than #COP27 virtue signalling, world 's richest percent responsible estimated share global co emissionsif want reduce emissions maybe lockdown likes bill gates co good startdo lot virtue signalling,-1_climate_minister_world_president
97,COP27P,2022-11-07,1773,539,Sprout Social,"#Egypt welcomes World Leaders, climate envoys, delegates and civil society from around the world to this years Sharm El Sheikh Climate Implementation Summit, where action meets ambition. #TogetherForImplementation #COP27",welcomes world leaders climate envoys delegates civil society around world years sharm el sheikh climate implementation summit action meets ambition ,2_sheikh_sharm_el_summit
98,antonioguterres,2022-11-04,1768,670,Twitter Media Studio,"#COP27 must be the place to rebuild trust and re-establish the ambition needed to avoid driving our planet over the climate cliff.We need much faster, bolder #ClimateAction now.",must place rebuild trust re establish ambition needed avoid driving planet climate cliff we need much faster bolder ,0_climate_must_change_world
99,AnonOpsSE,2022-10-31,1759,281,TweetDeck,Lula becomes President in Brazil - after beating Fascist and far right Bolsonaro. Its a triumph of hope compassion and ambition for a better future for all Brazilians Ahead of #COP27 this is great news for our global #climate and our shared world#Amazon #Pantanal #ClimateCrisis,lula becomes president brazil beating fascist far right bolsonaro triumph hope compassion ambition better future brazilians ahead great news global shared world,-1_climate_minister_world_president
100,COP27P,2022-11-06,1751,731,Twitter for iPhone,The opening plenary of #COP27 has commenced with the election of HE Sameh Shoukry as COP27 President by the Parties.#TogetherForImplementation,opening plenary commenced election sameh shoukry cop president parties ,4_cop_today_due_work
101,shaabanbelal,2022-11-07,1742,161,Twitter for Android,Welcome to Egypt  President  #Rwanda President I love Rwanda   #COP27#cop27egypt,welcome egypt president president love rwanda,1_egypt_climate_crisis_russia
102,omniaelomrani1,2022-11-06,1742,283,Twitter for iPhone,Egypt lighting up for #COP27 ,egypt lighting,1_egypt_climate_crisis_russia
103,MigunaMiguna,2022-11-03,1739,172,Twitter for iPhone,"Met  the leading Kenyan environmentalist, founder of  who has been championing for climate action globally and here in Kenyathrough tree growing. She addressed world leaders at COP26 and will address #COP27 in Sharm El Sheikh, Egypt. Viva!",met leading kenyan environmentalist founder championing climate action globally kenyathrough tree growing addressed world leaders cop address sharm el sheikh egypt viva ,2_sheikh_sharm_el_summit
104,SangitaMyska,2022-11-02,1726,275,Twitter for iPhone,Now Rishi Sunak is attending #COP27 will the Govt lift that ridiculous ban on King Charles attending too?,rishi sunak attending govt lift ridiculous ban king charles attending ,0_climate_must_change_world
105,JustStop_Oil,2022-11-07,1723,386,Twitter for iPhone," Indigo Rumblelow, 28,a spokespersonfor Just Stop Oil from London said:What did you expect? This Government is complicit in an illegal and unconstitutionalplan to issue more licences and consents for new oil and gas  a plan that will take the world over 1.5C#COP27 #M25",indigo rumblelow spokespersonfor stop oil london said expect government complicit illegal unconstitutionalplan issue licences consents new oil gas plan take world c,0_climate_must_change_world
106,UNClimateSummit,2022-11-01,1715,249,Twitter Web App,2022 has been rife with #climate disasters impacting youth from across. Join      in conversation as they share their first hand encounters with #LossAndDamage #COP27 , rife disasters impacting youth across join conversation share first hand encounters,0_climate_must_change_world
107,UNFCCC,2022-11-07,1692,743,Twitter Web App,"""Humanity has a choice: cooperate or perish.Speaking at the World Leaders Summit at #COP27, UN Secretary-General  called for a historic pact between developed and emerging economies"" to avoid runaway #ClimateChange.", humanity choice cooperate perish speaking world leaders summit un secretary general called historic pact developed emerging economies '' avoid runaway ,0_climate_must_change_world
108,vonderleyen,2022-11-07,1648,408,Twitter for iPhone,"We face many challenges, but climate change is the biggest.This #COP27 will be a implementation summit to keep track of promises.We need to do everything we can to keep 1.5 degrees in reach Europe stays the course.",face many challenges climate change biggest this implementation summit keep track promises we need everything keep degrees reach europe stays course ,0_climate_must_change_world
109,CarolineLucas,2022-11-07,1583,523,Twitter Web App,"This is hardly a ""major new package"" from Rishi Sunak at #COP27 - it's rehashing the 11.6bn already committed in Glasgow. Where's the #LossAndDamage finance? What about the $300M missing that we owe to adaptation funds? Creative accounting won't solve the #climateemergency",hardly major new package '' rishi sunak 's rehashing bn already committed glasgow 's finance m missing owe adaptation funds creative accounting wo n't solve,0_climate_must_change_world
110,simonstiell,2022-11-06,1581,558,Twitter Web App,"As  we will be holding people to account  be they Presidents, Prime Ministers or CEOs.Our policies, our businesses, our infrastructure, our actions, must all align with the #ParisAgreement.My signal of change today at the opening of #COP27.",holding people account presidents prime ministers ceos our policies businesses infrastructure actions must align my signal change today opening ,-1_climate_minister_world_president
111,CarolineLucas,2022-11-04,1543,650,Twitter for iPhone,"We still have a chance but were  rapidly losing it. Id say 1.5C is in intensive care.  So either we act immediately and in a very strong way, or its lost and probably lost for ever. Spot on from  on huge amount at stake at #COP27",still chance rapidly losing id say c intensive care either act immediately strong way lost probably lost ever spot huge amount stake,-1_climate_minister_world_president
112,ProfMarkMaslin,2022-11-05,1540,829,Twitter for iPhone,"#COP27 must deliver massive emissions reductions, money for loss and damage with social justiceAs #ClimateChange negotiations have failed over the last 30 years. Carbon dioxide levels still going up  causing rising global temperatures 1.2C and rising  ",must deliver massive emissions reductions money loss damage social justiceas negotiations failed last years carbon dioxide levels still going causing rising global temperatures c rising,0_climate_must_change_world
